mechanism,missing_rate,repetition,method,variable,metric,value,note
MCAR,0.2,3,complete_case,income_ratio,rmse,,not estimable: complete-case output drops rows
MCAR,0.2,3,complete_case,sex,pfc,,not estimable: complete-case output drops rows
MCAR,0.2,3,complete_case,smoking_status,pfc,,not estimable: complete-case output drops rows
MCAR,0.2,3,complete_case,systolic_bp,nrmse,,not estimable: complete-case output drops rows
MCAR,0.2,3,complete_case,systolic_bp,rmse,,not estimable: complete-case output drops rows
MCAR,0.2,4,complete_case,age,nrmse,,not estimable: complete-case output drops rows
MCAR,0.2,4,complete_case,age,rmse,,not estimable: complete-case output drops rows
MCAR,0.2,4,complete_case,bmi,nrmse,,not estimable: complete-case output drops rows
MCAR,0.2,4,complete_case,bmi,rmse,,not estimable: complete-case output drops rows
MCAR,0.2,4,complete_case,income_ratio,nrmse,,not estimable: complete-case output drops rows
MCAR,0.2,4,complete_case,income_ratio,rmse,,not estimable: complete-case output drops rows
MCAR,0.2,4,complete_case,sex,pfc,,not estimable: complete-case output drops rows
MCAR,0.2,4,complete_case,smoking_status,pfc,,not estimable: complete-case output drops rows
MCAR,0.2,4,complete_case,systolic_bp,nrmse,,not estimable: complete-case output drops rows
MCAR,0.2,4,complete_case,systolic_bp,rmse,,not estimable: complete-case output drops rows
MCAR,0.2,5,complete_case,age,nrmse,,not estimable: complete-case output drops rows
MCAR,0.2,5,complete_case,age,rmse,,not estimable: complete-case output drops rows
MCAR,0.2,5,complete_case,bmi,nrmse,,not estimable: complete-case output drops rows
MCAR,0.2,5,complete_case,bmi,rmse,,not estimable: complete-case output drops rows
MCAR,0.2,5,complete_case,income_ratio,nrmse,,not estimable: complete-case output drops rows
MCAR,0.2,5,complete_case,income_ratio,rmse,,not estimable: complete-case output drops rows
MCAR,0.2,5,complete_case,sex,pfc,,not estimable: complete-case output drops rows
MCAR,0.2,5,complete_case,smoking_status,pfc,,not estimable: complete-case output drops rows
MCAR,0.2,5,complete_case,systolic_bp,nrmse,,not estimable: complete-case output drops rows
MCAR,0.2,5,complete_case,systolic_bp,rmse,,not estimable: complete-case output drops rows
MCAR,0.2,6,complete_case,age,nrmse,,not estimable: complete-case output drops rows
MCAR,0.2,6,complete_case,age,rmse,,not estimable: complete-case output drops rows
MCAR,0.2,6,complete_case,bmi,nrmse,,not estimable: complete-case output drops rows
MCAR,0.2,6,complete_case,bmi,rmse,,not estimable: complete-case output drops rows
MCAR,0.2,6,complete_case,income_ratio,nrmse,,not estimable: complete-case output drops rows
MCAR,0.2,6,complete_case,income_ratio,rmse,,not estimable: complete-case output drops rows
MCAR,0.2,6,complete_case,sex,pfc,,not estimable: complete-case output drops rows
MCAR,0.2,6,complete_case,smoking_status,pfc,,not estimable: complete-case output drops rows
MCAR,0.2,6,complete_case,systolic_bp,nrmse,,not estimable: complete-case output drops rows
MCAR,0.2,6,complete_case,systolic_bp,rmse,,not estimable: complete-case output drops rows
MCAR,0.2,7,complete_case,age,nrmse,,not estimable: complete-case output drops rows
MCAR,0.2,7,complete_case,age,rmse,,not estimable: complete-case output drops rows
MCAR,0.2,7,complete_case,bmi,nrmse,,not estimable: complete-case output drops rows
MCAR,0.2,7,complete_case,bmi,rmse,,not estimable: complete-case output drops rows
MCAR,0.2,7,complete_case,income_ratio,nrmse,,not estimable: complete-case output drops rows
MCAR,0.2,7,complete_case,income_ratio,rmse,,not estimable: complete-case output drops rows
MCAR,0.2,7,complete_case,sex,pfc,,not estimable: complete-case output drops rows
MCAR,0.2,7,complete_case,smoking_status,pfc,,not estimable: complete-case output drops rows
MCAR,0.2,7,complete_case,systolic_bp,nrmse,,not estimable: complete-case output drops rows
MCAR,0.2,7,complete_case,systolic_bp,rmse,,not estimable: complete-case output drops rows
MCAR,0.2,8,complete_case,age,nrmse,,not estimable: complete-case output drops rows
MCAR,0.2,8,complete_case,age,rmse,,not estimable: complete-case output drops rows
MCAR,0.2,8,complete_case,bmi,nrmse,,not estimable: complete-case output drops rows
MCAR,0.2,8,complete_case,bmi,rmse,,not estimable: complete-case output drops rows
MCAR,0.2,8,complete_case,income_ratio,nrmse,,not estimable: complete-case output drops rows
MCAR,0.2,8,complete_case,income_ratio,rmse,,not estimable: complete-case output drops rows
MCAR,0.2,8,complete_case,sex,pfc,,not estimable: complete-case output drops rows
MCAR,0.2,8,complete_case,smoking_status,pfc,,not estimable: complete-case output drops rows
MCAR,0.2,8,complete_case,systolic_bp,nrmse,,not estimable: complete-case output drops rows
MCAR,0.2,8,complete_case,systolic_bp,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,1,complete_case,age,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,1,complete_case,age,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,1,complete_case,bmi,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,1,complete_case,bmi,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,1,complete_case,income_ratio,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,1,complete_case,income_ratio,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,1,complete_case,sex,pfc,,not estimable: complete-case output drops rows
MCAR,0.3,1,complete_case,smoking_status,pfc,,not estimable: complete-case output drops rows
MCAR,0.3,1,complete_case,systolic_bp,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,1,complete_case,systolic_bp,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,2,complete_case,age,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,2,complete_case,age,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,2,complete_case,bmi,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,2,complete_case,bmi,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,2,complete_case,income_ratio,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,2,complete_case,income_ratio,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,2,complete_case,sex,pfc,,not estimable: complete-case output drops rows
MCAR,0.3,2,complete_case,smoking_status,pfc,,not estimable: complete-case output drops rows
MCAR,0.3,2,complete_case,systolic_bp,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,2,complete_case,systolic_bp,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,3,complete_case,age,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,3,complete_case,age,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,3,complete_case,bmi,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,3,complete_case,bmi,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,3,complete_case,income_ratio,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,3,complete_case,income_ratio,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,3,complete_case,sex,pfc,,not estimable: complete-case output drops rows
MCAR,0.3,3,complete_case,smoking_status,pfc,,not estimable: complete-case output drops rows
MCAR,0.3,3,complete_case,systolic_bp,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,3,complete_case,systolic_bp,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,4,complete_case,age,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,4,complete_case,age,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,4,complete_case,bmi,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,4,complete_case,bmi,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,4,complete_case,income_ratio,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,4,complete_case,income_ratio,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,4,complete_case,sex,pfc,,not estimable: complete-case output drops rows
MCAR,0.3,4,complete_case,smoking_status,pfc,,not estimable: complete-case output drops rows
MCAR,0.3,4,complete_case,systolic_bp,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,4,complete_case,systolic_bp,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,5,complete_case,age,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,5,complete_case,age,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,5,complete_case,bmi,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,5,complete_case,bmi,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,5,complete_case,income_ratio,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,5,complete_case,income_ratio,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,5,complete_case,sex,pfc,,not estimable: complete-case output drops rows
MCAR,0.3,5,complete_case,smoking_status,pfc,,not estimable: complete-case output drops rows
MCAR,0.3,5,complete_case,systolic_bp,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,5,complete_case,systolic_bp,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,6,complete_case,age,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,6,complete_case,age,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,6,complete_case,bmi,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,6,complete_case,bmi,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,6,complete_case,income_ratio,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,6,complete_case,income_ratio,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,6,complete_case,sex,pfc,,not estimable: complete-case output drops rows
MCAR,0.3,6,complete_case,smoking_status,pfc,,not estimable: complete-case output drops rows
MCAR,0.3,6,complete_case,systolic_bp,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,6,complete_case,systolic_bp,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,7,complete_case,age,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,7,complete_case,age,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,7,complete_case,bmi,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,7,complete_case,bmi,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,7,complete_case,income_ratio,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,7,complete_case,income_ratio,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,7,complete_case,sex,pfc,,not estimable: complete-case output drops rows
MCAR,0.3,7,complete_case,smoking_status,pfc,,not estimable: complete-case output drops rows
MCAR,0.3,7,complete_case,systolic_bp,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,7,complete_case,systolic_bp,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,8,complete_case,age,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,8,complete_case,age,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,8,complete_case,bmi,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,8,complete_case,bmi,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,8,complete_case,income_ratio,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,8,complete_case,income_ratio,rmse,,not estimable: complete-case output drops rows
MCAR,0.3,8,complete_case,sex,pfc,,not estimable: complete-case output drops rows
MCAR,0.3,8,complete_case,smoking_status,pfc,,not estimable: complete-case output drops rows
MCAR,0.3,8,complete_case,systolic_bp,nrmse,,not estimable: complete-case output drops rows
MCAR,0.3,8,complete_case,systolic_bp,rmse,,not estimable: complete-case output drops rows
MAR,0.1,1,knn,age,nrmse,0.9919686127255863,
MAR,0.1,1,knn,age,rmse,17.02331896046573,
MAR,0.1,1,knn,bmi,nrmse,1.137594433181509,
MAR,0.1,1,knn,bmi,rmse,9.936189855898437,
MAR,0.1,1,knn,income_ratio,nrmse,1.1081044437378271,
MAR,0.1,1,knn,income_ratio,rmse,1.7303024095722195,
MAR,0.1,1,knn,sex,pfc,0.4065934065934066,
MAR,0.1,1,knn,smoking_status,pfc,0.5894736842105263,
MAR,0.1,1,knn,systolic_bp,nrmse,1.0723761950519055,
MAR,0.1,1,knn,systolic_bp,rmse,21.715771058004776,
MAR,0.1,2,knn,age,nrmse,1.0878249703616587,
MAR,0.1,2,knn,age,rmse,16.504241878983716,
MAR,0.1,2,knn,bmi,nrmse,1.0733611190928172,
MAR,0.1,2,knn,bmi,rmse,10.12382190239953,
MAR,0.1,2,knn,income_ratio,nrmse,1.1762460913508246,
MAR,0.1,2,knn,income_ratio,rmse,1.859226825926278,
MAR,0.1,2,knn,sex,pfc,0.4791666666666667,
MAR,0.1,2,knn,smoking_status,pfc,0.3942307692307692,
MAR,0.1,2,knn,systolic_bp,nrmse,1.0010050082732636,
MAR,0.1,2,knn,systolic_bp,rmse,18.889990630800888,
MAR,0.1,3,knn,age,nrmse,1.1568585000761649,
MAR,0.1,3,knn,age,rmse,18.752777572046938,
MAR,0.1,3,knn,bmi,nrmse,1.1747273331708825,
MAR,0.1,3,knn,bmi,rmse,10.99406118971961,
MAR,0.1,3,knn,income_ratio,nrmse,1.1142799725931245,
MAR,0.1,3,knn,income_ratio,rmse,1.8398040846153816,
MAR,0.1,3,knn,sex,pfc,0.44642857142857145,
MAR,0.1,3,knn,smoking_status,pfc,0.4479166666666667,
MAR,0.1,3,knn,systolic_bp,nrmse,1.0797546427499605,
MAR,0.1,3,knn,systolic_bp,rmse,20.151709135969686,
MAR,0.1,4,knn,age,nrmse,0.9632863190488814,
MAR,0.1,4,knn,age,rmse,16.151029974300997,
MAR,0.1,4,knn,bmi,nrmse,1.13068735770596,
MAR,0.1,4,knn,bmi,rmse,9.229694640555273,
MAR,0.1,4,knn,income_ratio,nrmse,1.114046730565635,
MAR,0.1,4,knn,income_ratio,rmse,1.6161522443517122,
MAR,0.1,4,knn,sex,pfc,0.5252525252525253,
MAR,0.1,4,knn,smoking_status,pfc,0.4423076923076923,
MAR,0.1,4,knn,systolic_bp,nrmse,1.0400760578466943,
MAR,0.1,4,knn,systolic_bp,rmse,22.305290958159063,
MAR,0.1,5,knn,age,nrmse,0.8990652288751608,
MAR,0.1,5,knn,age,rmse,15.392220585264965,
MAR,0.1,5,knn,bmi,nrmse,1.06369381601927,
MAR,0.1,5,knn,bmi,rmse,10.1740326405482,
MAR,0.1,5,knn,income_ratio,nrmse,1.1879280283114833,
MAR,0.1,5,knn,income_ratio,rmse,1.808988667736755,
MAR,0.1,5,knn,sex,pfc,0.4659090909090909,
MAR,0.1,5,knn,smoking_status,pfc,0.45132743362831856,
MAR,0.1,5,knn,systolic_bp,nrmse,1.0271510148148957,
MAR,0.1,5,knn,systolic_bp,rmse,22.319144428893924,
MAR,0.1,6,knn,age,nrmse,1.1511161177846305,
MAR,0.1,6,knn,age,rmse,18.405162319305962,
MAR,0.1,6,knn,bmi,nrmse,1.1317420929704292,
MAR,0.1,6,knn,bmi,rmse,11.438016341209789,
MAR,0.1,6,knn,income_ratio,nrmse,1.2758072081173355,
MAR,0.1,6,knn,income_ratio,rmse,1.9191106947192647,
MAR,0.1,6,knn,sex,pfc,0.4367816091954023,
MAR,0.1,6,knn,smoking_status,pfc,0.4563106796116505,
MAR,0.1,6,knn,systolic_bp,nrmse,1.0097411618918688,
MAR,0.1,6,knn,systolic_bp,rmse,21.88315674256363,
MAR,0.1,7,knn,age,nrmse,1.1013240307261314,
MAR,0.1,7,knn,age,rmse,17.936395560822294,
MAR,0.1,7,knn,bmi,nrmse,0.996037935490172,
MAR,0.1,7,knn,bmi,rmse,9.023480899695517,
MAR,0.1,7,knn,income_ratio,nrmse,1.2665450331432009,
MAR,0.1,7,knn,income_ratio,rmse,1.778335117314418,
MAR,0.1,7,knn,sex,pfc,0.38144329896907214,
MAR,0.1,7,knn,smoking_status,pfc,0.45098039215686275,
MAR,0.1,7,knn,systolic_bp,nrmse,1.0015927976875916,
MAR,0.1,7,knn,systolic_bp,rmse,18.93442965242487,
MAR,0.1,8,knn,age,nrmse,1.269153604789815,
MAR,0.1,8,knn,age,rmse,18.188155177588655,
MAR,0.1,8,knn,bmi,nrmse,1.1380424672119793,
MAR,0.1,8,knn,bmi,rmse,11.242859119819958,
MAR,0.1,8,knn,income_ratio,nrmse,1.2150547483673548,
MAR,0.1,8,knn,income_ratio,rmse,1.806879427440061,
MAR,0.1,8,knn,sex,pfc,0.43243243243243246,
MAR,0.1,8,knn,smoking_status,pfc,0.49504950495049505,
MAR,0.1,8,knn,systolic_bp,nrmse,0.9361864057502799,
MAR,0.1,8,knn,systolic_bp,rmse,17.647347927915135,
MAR,0.2,1,knn,age,nrmse,1.1758172738977155,
MAR,0.2,1,knn,age,rmse,18.267366599060058,
MAR,0.2,1,knn,bmi,nrmse,1.0932157277431866,
MAR,0.2,1,knn,bmi,rmse,10.026648277249764,
MAR,0.2,1,knn,income_ratio,nrmse,1.2481392773932045,
MAR,0.2,1,knn,income_ratio,rmse,1.913705541487909,
MAR,0.2,1,knn,sex,pfc,0.4416243654822335,
MAR,0.2,1,knn,smoking_status,pfc,0.5022222222222222,
MAR,0.2,1,knn,systolic_bp,nrmse,1.0259267502169749,
MAR,0.2,1,knn,systolic_bp,rmse,22.31014238941775,
MAR,0.2,2,knn,age,nrmse,1.040711076201481,
MAR,0.2,2,knn,age,rmse,17.402053346492114,
MAR,0.2,2,knn,bmi,nrmse,1.123083105757089,
MAR,0.2,2,knn,bmi,rmse,10.087107725609023,
MAR,0.2,2,knn,income_ratio,nrmse,1.3058644814539768,
MAR,0.2,2,knn,income_ratio,rmse,2.0624609029207206,
MAR,0.2,2,knn,sex,pfc,0.475,
MAR,0.2,2,knn,smoking_status,pfc,0.44660194174757284,
MAR,0.2,2,knn,systolic_bp,nrmse,1.0973175986281793,
MAR,0.2,2,knn,systolic_bp,rmse,23.231860733827858,
MAR,0.2,3,knn,age,nrmse,1.0965731988491332,
MAR,0.2,3,knn,age,rmse,17.83565465361664,
MAR,0.2,3,knn,bmi,nrmse,1.0920077355918103,
MAR,0.2,3,knn,bmi,rmse,9.049732961069441,
MAR,0.2,3,knn,income_ratio,nrmse,1.269033797785454,
MAR,0.2,3,knn,income_ratio,rmse,1.8373656013273942,
MAR,0.2,3,knn,sex,pfc,0.510989010989011,
MAR,0.2,3,knn,smoking_status,pfc,0.4279475982532751,
MAR,0.2,3,knn,systolic_bp,nrmse,1.1063759503610198,
MAR,0.2,3,knn,systolic_bp,rmse,23.62012802169355,
MAR,0.2,4,knn,age,nrmse,1.1208583924692428,
MAR,0.2,4,knn,age,rmse,18.39900976165359,
MAR,0.2,4,knn,bmi,nrmse,1.147403164385197,
MAR,0.2,4,knn,bmi,rmse,9.901652539081283,
MAR,0.2,4,knn,income_ratio,nrmse,1.2303185677356903,
MAR,0.2,4,knn,income_ratio,rmse,1.9786026366560778,
MAR,0.2,4,knn,sex,pfc,0.47150259067357514,
MAR,0.2,4,knn,smoking_status,pfc,0.40384615384615385,
MAR,0.2,4,knn,systolic_bp,nrmse,1.034932812714814,
MAR,0.2,4,knn,systolic_bp,rmse,20.03544713536967,
MAR,0.2,5,knn,age,nrmse,1.1447320423374014,
MAR,0.2,5,knn,age,rmse,17.36512651976999,
MAR,0.2,5,knn,bmi,nrmse,1.0883058544288446,
MAR,0.2,5,knn,bmi,rmse,9.034839972757311,
MAR,0.2,5,knn,income_ratio,nrmse,1.144754132847257,
MAR,0.2,5,knn,income_ratio,rmse,1.7700628597517456,
MAR,0.2,5,knn,sex,pfc,0.44651162790697674,
MAR,0.2,5,knn,smoking_status,pfc,0.470873786407767,
MAR,0.2,5,knn,systolic_bp,nrmse,1.1034087873729659,
MAR,0.2,5,knn,systolic_bp,rmse,21.925901647903146,
MAR,0.2,6,knn,age,nrmse,0.9985356211040044,
MAR,0.2,6,knn,age,rmse,16.27982996992798,
MAR,0.2,6,knn,bmi,nrmse,1.1915391277200549,
MAR,0.2,6,knn,bmi,rmse,10.305380158686711,
MAR,0.2,6,knn,income_ratio,nrmse,1.307498612135239,
MAR,0.2,6,knn,income_ratio,rmse,1.8876090637438914,
MAR,0.2,6,knn,sex,pfc,0.42328042328042326,
MAR,0.2,6,knn,smoking_status,pfc,0.4672131147540984,
MAR,0.2,6,knn,systolic_bp,nrmse,1.081154951804456,
MAR,0.2,6,knn,systolic_bp,rmse,19.98133632091679,
MAR,0.2,7,knn,age,nrmse,1.13620106502971,
MAR,0.2,7,knn,age,rmse,19.11805429430516,
MAR,0.2,7,knn,bmi,nrmse,1.1075716195384415,
MAR,0.2,7,knn,bmi,rmse,10.20434599808715,
MAR,0.2,7,knn,income_ratio,nrmse,1.2045544993513804,
MAR,0.2,7,knn,income_ratio,rmse,1.8275882566866193,
MAR,0.2,7,knn,sex,pfc,0.43137254901960786,
MAR,0.2,7,knn,smoking_status,pfc,0.47619047619047616,
MAR,0.2,7,knn,systolic_bp,nrmse,1.114736601732789,
MAR,0.2,7,knn,systolic_bp,rmse,25.24107148705885,
MAR,0.2,8,knn,age,nrmse,1.0186794537886485,
MAR,0.2,8,knn,age,rmse,18.391174353957037,
MAR,0.2,8,knn,bmi,nrmse,1.1381868387213807,
MAR,0.2,8,knn,bmi,rmse,9.568468516099625,
MAR,0.2,8,knn,income_ratio,nrmse,1.2881535285985861,
MAR,0.2,8,knn,income_ratio,rmse,1.8988211505189296,
MAR,0.2,8,knn,sex,pfc,0.5076923076923077,
MAR,0.2,8,knn,smoking_status,pfc,0.4392523364485981,
MAR,0.2,8,knn,systolic_bp,nrmse,1.0548297226890562,
MAR,0.2,8,knn,systolic_bp,rmse,18.49029805811843,
MAR,0.3,1,knn,age,nrmse,1.065076511958279,
MAR,0.3,1,knn,age,rmse,17.74621248475169,
MAR,0.3,1,knn,bmi,nrmse,1.0837307753634304,
MAR,0.3,1,knn,bmi,rmse,8.882965068258953,
MAR,0.3,1,knn,income_ratio,nrmse,1.2441138593407974,
MAR,0.3,1,knn,income_ratio,rmse,1.8939295532153178,
MAR,0.3,1,knn,sex,pfc,0.4479166666666667,
MAR,0.3,1,knn,smoking_status,pfc,0.43465045592705165,
MAR,0.3,1,knn,systolic_bp,nrmse,1.0722330151724124,
MAR,0.3,1,knn,systolic_bp,rmse,20.34933273765063,
MAR,0.3,2,knn,age,nrmse,1.0331458637905657,
MAR,0.3,2,knn,age,rmse,17.173769422126977,
MAR,0.3,2,knn,bmi,nrmse,1.1211582719373854,
MAR,0.3,2,knn,bmi,rmse,9.609420150633404,
MAR,0.3,2,knn,income_ratio,nrmse,1.220402649217117,
MAR,0.3,2,knn,income_ratio,rmse,1.8121614703527036,
MAR,0.3,2,knn,sex,pfc,0.5316455696202531,
MAR,0.3,2,knn,smoking_status,pfc,0.44336569579288027,
MAR,0.3,2,knn,systolic_bp,nrmse,1.0794930132408302,
MAR,0.3,2,knn,systolic_bp,rmse,20.113613751463834,
MAR,0.3,3,knn,age,nrmse,1.1072006927484601,
MAR,0.3,3,knn,age,rmse,18.707841493163592,
MAR,0.3,3,knn,bmi,nrmse,1.1089394216603994,
MAR,0.3,3,knn,bmi,rmse,9.02201679246997,
MAR,0.3,3,knn,income_ratio,nrmse,1.2834914199901806,
MAR,0.3,3,knn,income_ratio,rmse,2.0303339928319626,
MAR,0.3,3,knn,sex,pfc,0.4444444444444444,
MAR,0.3,3,knn,smoking_status,pfc,0.4820359281437126,
MAR,0.3,3,knn,systolic_bp,nrmse,1.0772262524393257,
MAR,0.3,3,knn,systolic_bp,rmse,20.9167472345758,
MAR,0.3,4,knn,age,nrmse,1.1289558232547652,
MAR,0.3,4,knn,age,rmse,18.616122045152153,
MAR,0.3,4,knn,bmi,nrmse,1.1232956089669197,
MAR,0.3,4,knn,bmi,rmse,9.545969881767203,
MAR,0.3,4,knn,income_ratio,nrmse,1.2952321652961216,
MAR,0.3,4,knn,income_ratio,rmse,1.9112124113650821,
MAR,0.3,4,knn,sex,pfc,0.4261168384879725,
MAR,0.3,4,knn,smoking_status,pfc,0.48220064724919093,
MAR,0.3,4,knn,systolic_bp,nrmse,1.0493645019957303,
MAR,0.3,4,knn,systolic_bp,rmse,20.08262562146322,
MAR,0.3,5,knn,age,nrmse,1.1375799564343245,
MAR,0.3,5,knn,age,rmse,18.34900262782415,
MAR,0.3,5,knn,bmi,nrmse,1.0788806107678424,
MAR,0.3,5,knn,bmi,rmse,8.871595939933927,
MAR,0.3,5,knn,income_ratio,nrmse,1.2532945792192773,
MAR,0.3,5,knn,income_ratio,rmse,1.8996692892080265,
MAR,0.3,5,knn,sex,pfc,0.4965986394557823,
MAR,0.3,5,knn,smoking_status,pfc,0.40569395017793597,
MAR,0.3,5,knn,systolic_bp,nrmse,1.0624620274710623,
MAR,0.3,5,knn,systolic_bp,rmse,22.03465902707008,
MAR,0.3,6,knn,age,nrmse,1.0997790967049923,
MAR,0.3,6,knn,age,rmse,18.49724374915867,
MAR,0.3,6,knn,bmi,nrmse,1.0865929832353982,
MAR,0.3,6,knn,bmi,rmse,8.675522192622488,
MAR,0.3,6,knn,income_ratio,nrmse,1.215717188089652,
MAR,0.3,6,knn,income_ratio,rmse,1.7834225683633338,
MAR,0.3,6,knn,sex,pfc,0.48172757475083056,
MAR,0.3,6,knn,smoking_status,pfc,0.4386503067484663,
MAR,0.3,6,knn,systolic_bp,nrmse,1.0499770203774528,
MAR,0.3,6,knn,systolic_bp,rmse,20.880499240631465,
MAR,0.3,7,knn,age,nrmse,1.2006758885092867,
MAR,0.3,7,knn,age,rmse,19.23794665626495,
MAR,0.3,7,knn,bmi,nrmse,1.110892938213716,
MAR,0.3,7,knn,bmi,rmse,8.974779477327933,
MAR,0.3,7,knn,income_ratio,nrmse,1.2202453167400138,
MAR,0.3,7,knn,income_ratio,rmse,1.8140590219546704,
MAR,0.3,7,knn,sex,pfc,0.4750830564784053,
MAR,0.3,7,knn,smoking_status,pfc,0.4311377245508982,
MAR,0.3,7,knn,systolic_bp,nrmse,1.0493635762136455,
MAR,0.3,7,knn,systolic_bp,rmse,20.96652413610887,
MAR,0.3,8,knn,age,nrmse,1.1543274079020962,
MAR,0.3,8,knn,age,rmse,18.57826414749713,
MAR,0.3,8,knn,bmi,nrmse,1.165696399916522,
MAR,0.3,8,knn,bmi,rmse,8.660043256609589,
MAR,0.3,8,knn,income_ratio,nrmse,1.1533898523962212,
MAR,0.3,8,knn,income_ratio,rmse,1.7605299873330567,
MAR,0.3,8,knn,sex,pfc,0.4028268551236749,
MAR,0.3,8,knn,smoking_status,pfc,0.3785488958990536,
MAR,0.3,8,knn,systolic_bp,nrmse,1.0680491080822825,
MAR,0.3,8,knn,systolic_bp,rmse,22.141868613082625,
MCAR,0.1,1,knn,age,nrmse,1.0499910702776627,
MCAR,0.1,1,knn,age,rmse,17.78614457310831,
MCAR,0.1,1,knn,bmi,nrmse,1.1858812155723286,
MCAR,0.1,1,knn,bmi,rmse,7.978928366161738,
MCAR,0.1,1,knn,income_ratio,nrmse,1.1286903288227048,
MCAR,0.1,1,knn,income_ratio,rmse,1.7959244289377674,
MCAR,0.1,1,knn,sex,pfc,0.4020618556701031,
MCAR,0.1,1,knn,smoking_status,pfc,0.4329896907216495,
MCAR,0.1,1,knn,systolic_bp,nrmse,0.9172962369623859,
MCAR,0.1,1,knn,systolic_bp,rmse,16.598859114222414,
MCAR,0.1,2,knn,age,nrmse,1.0622642931426438,
MCAR,0.1,2,knn,age,rmse,17.709000413692863,
MCAR,0.1,2,knn,bmi,nrmse,1.1665263582525962,
MCAR,0.1,2,knn,bmi,rmse,6.65109612364892,
MCAR,0.1,2,knn,income_ratio,nrmse,1.1532253818916638,
MCAR,0.1,2,knn,income_ratio,rmse,1.8640836266086056,
MCAR,0.1,2,knn,sex,pfc,0.4125,
MCAR,0.1,2,knn,smoking_status,pfc,0.5151515151515151,
MCAR,0.1,2,knn,systolic_bp,nrmse,0.9482653419950614,
MCAR,0.1,2,knn,systolic_bp,rmse,20.302554198457823,
MCAR,0.1,3,knn,age,nrmse,0.9766729366812339,
MCAR,0.1,3,knn,age,rmse,16.189502771858066,
MCAR,0.1,3,knn,bmi,nrmse,1.1102882269447905,
MCAR,0.1,3,knn,bmi,rmse,8.278462862658808,
MCAR,0.1,3,knn,income_ratio,nrmse,1.2365643536291449,
