mechanism,missing_rate,repetition,method,term,estimate,std.error,conf.low,conf.high,true_estimate,bias,ci_width,ci_cover
MAR,0.3,2,complete_case,bmi,0.03309020512843594,0.013466934396587906,0.006458523885251449,0.05972188637162043,0.02897241650381511,0.0041177886246208315,0.05326336248636898,1
MAR,0.3,2,complete_case,income_ratio,-0.11044264005331758,0.04772338365433098,-0.2048185316927959,-0.01606674841383926,-0.05343704488580892,-0.05700559516750866,0.18875178327895664,1
MAR,0.3,2,complete_case,sexFemale,-0.1443622219929278,0.15668769694706267,-0.45422166564479066,0.16549722165893505,-0.09307566573776974,-0.05128655625515807,0.6197188873037257,1
MAR,0.3,2,complete_case,smoking_statusYes,-0.3293047529303837,0.15344870361529234,-0.6327588904138017,-0.025850615446965708,-0.022120133000263893,-0.3071846199301198,0.606908274966836,0
MAR,0.3,2,complete_case,systolic_bp,-0.004348551463736323,0.005168919679576327,-0.014570404279249997,0.005873301351777351,0.0020175183065907756,-0.006366069770327098,0.020443705631027348,1
MAR,0.3,3,complete_case,(Intercept),4.394410315968424,0.4204608106968372,3.5623942501845294,5.226426381752318,4.0349672958498015,0.35944302011862206,1.6640321315677884,1
MAR,0.3,3,complete_case,age,0.016881357259710548,0.0036885530097037263,0.009582376509321859,0.024180338010099237,0.01753512986073419,-6.53772601023641e-4,0.014597961500777377,1
MAR,0.3,3,complete_case,bmi,0.008720041821845147,0.007904295800104927,-0.006921133115472095,0.02436121675916239,0.02897241650381511,-0.020252374681969963,0.031282349874634484,0
MAR,0.3,3,complete_case,income_ratio,0.011267502992481826,0.027787753767195316,-0.043719446987556705,0.06625445297252036,-0.05343704488580892,0.06470454787829075,0.10997389996007706,0
MAR,0.3,3,complete_case,sexFemale,0.03117992786226943,0.09389195150059372,-0.1546152999184771,0.21697515564301595,-0.09307566573776974,0.12425559360003917,0.37159045556149306,1
MAR,0.3,3,complete_case,smoking_statusYes,0.06654445667774479,0.09503206906792423,-0.12150685801709322,0.2545957713725828,-0.022120133000263893,0.08866458967800869,0.37610262938967604,1
MAR,0.3,3,complete_case,systolic_bp,3.273852655437272e-4,0.0030513132070101403,-0.005710612914984709,0.006365383446072163,0.0020175183065907756,-0.0016901330410470485,0.012075996361056872,1
MAR,0.3,4,complete_case,(Intercept),4.5934397975894035,0.523653142302698,3.557951729576799,5.628927865602008,4.0349672958498015,0.558472501739602,2.070976136025209,1
