source_file,method,output_file,n_rows,n_cols
sim_mar_r10pct_rep047.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep047.csv,3852,12
sim_mar_r10pct_rep047.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep047.csv,38520,12
sim_mar_r10pct_rep048.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep048.csv,2106,12
sim_mar_r10pct_rep048.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep048.csv,3852,12
sim_mar_r10pct_rep048.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep048.csv,3852,12
sim_mar_r10pct_rep048.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep048.csv,3852,12
sim_mar_r10pct_rep048.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep048.csv,38520,12
sim_mar_r10pct_rep049.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep049.csv,2124,12
sim_mar_r10pct_rep049.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep049.csv,3852,12
sim_mar_r10pct_rep049.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep049.csv,3852,12
sim_mar_r10pct_rep049.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep049.csv,3852,12
sim_mar_r10pct_rep049.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep049.csv,38520,12
sim_mar_r10pct_rep050.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep050.csv,2057,12
sim_mar_r10pct_rep050.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep050.csv,3852,12
sim_mar_r10pct_rep050.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep050.csv,3852,12
sim_mar_r10pct_rep050.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep050.csv,3852,12
sim_mar_r10pct_rep050.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep050.csv,38520,12
sim_mar_r10pct_rep051.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep051.csv,2110,12
sim_mar_r10pct_rep051.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep051.csv,3852,12
sim_mar_r10pct_rep051.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep051.csv,3852,12
sim_mar_r10pct_rep051.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep051.csv,3852,12
sim_mar_r10pct_rep051.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep051.csv,38520,12
sim_mar_r10pct_rep052.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep052.csv,2098,12
sim_mar_r10pct_rep052.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep052.csv,3852,12
sim_mar_r10pct_rep052.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep052.csv,3852,12
sim_mar_r10pct_rep052.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep052.csv,3852,12
sim_mar_r10pct_rep052.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep052.csv,38520,12
sim_mar_r10pct_rep053.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep053.csv,2080,12
sim_mar_r10pct_rep053.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep053.csv,3852,12
sim_mar_r10pct_rep053.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep053.csv,3852,12
sim_mar_r10pct_rep053.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep053.csv,3852,12
sim_mar_r10pct_rep053.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep053.csv,38520,12
sim_mar_r10pct_rep054.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep054.csv,2106,12
sim_mar_r10pct_rep054.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep054.csv,3852,12
sim_mar_r10pct_rep054.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep054.csv,3852,12
sim_mar_r10pct_rep054.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep054.csv,3852,12
sim_mar_r10pct_rep054.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep054.csv,38520,12
sim_mar_r10pct_rep055.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep055.csv,2127,12
sim_mar_r10pct_rep055.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep055.csv,3852,12
sim_mar_r10pct_rep055.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep055.csv,3852,12
sim_mar_r10pct_rep055.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep055.csv,3852,12
sim_mar_r10pct_rep055.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep055.csv,38520,12
sim_mar_r10pct_rep056.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep056.csv,2092,12
sim_mar_r10pct_rep056.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep056.csv,3852,12
sim_mar_r10pct_rep056.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep056.csv,3852,12
sim_mar_r10pct_rep056.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep056.csv,3852,12
sim_mar_r10pct_rep056.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep056.csv,38520,12
sim_mar_r10pct_rep057.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep057.csv,2094,12
sim_mar_r10pct_rep057.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep057.csv,3852,12
sim_mar_r10pct_rep057.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep057.csv,3852,12
sim_mar_r10pct_rep057.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep057.csv,3852,12
sim_mar_r10pct_rep057.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep057.csv,38520,12
sim_mar_r10pct_rep058.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep058.csv,2117,12
sim_mar_r10pct_rep058.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep058.csv,3852,12
sim_mar_r10pct_rep058.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep058.csv,3852,12
sim_mar_r10pct_rep058.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep058.csv,3852,12
sim_mar_r10pct_rep058.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep058.csv,38520,12
sim_mar_r10pct_rep059.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep059.csv,2130,12
sim_mar_r10pct_rep059.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep059.csv,3852,12
sim_mar_r10pct_rep059.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep059.csv,3852,12
sim_mar_r10pct_rep059.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep059.csv,3852,12
sim_mar_r10pct_rep059.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep059.csv,38520,12
sim_mar_r10pct_rep060.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep060.csv,2100,12
sim_mar_r10pct_rep060.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep060.csv,3852,12
sim_mar_r10pct_rep060.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep060.csv,3852,12
sim_mar_r10pct_rep060.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep060.csv,3852,12
sim_mar_r10pct_rep060.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep060.csv,38520,12
sim_mar_r10pct_rep061.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep061.csv,2125,12
sim_mar_r10pct_rep061.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep061.csv,3852,12
sim_mar_r10pct_rep061.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep061.csv,3852,12
sim_mar_r10pct_rep061.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep061.csv,3852,12
sim_mar_r10pct_rep061.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep061.csv,38520,12
sim_mar_r10pct_rep062.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep062.csv,2080,12
sim_mar_r10pct_rep062.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep062.csv,3852,12
sim_mar_r10pct_rep062.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep062.csv,3852,12
sim_mar_r10pct_rep062.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep062.csv,3852,12
sim_mar_r10pct_rep062.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep062.csv,38520,12
sim_mar_r10pct_rep063.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep063.csv,2113,12
sim_mar_r10pct_rep063.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep063.csv,3852,12
sim_mar_r10pct_rep063.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep063.csv,3852,12
sim_mar_r10pct_rep063.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep063.csv,3852,12
sim_mar_r10pct_rep063.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep063.csv,38520,12
sim_mar_r10pct_rep064.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep064.csv,2090,12
sim_mar_r10pct_rep064.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep064.csv,3852,12
sim_mar_r10pct_rep064.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep064.csv,3852,12
sim_mar_r10pct_rep064.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep064.csv,3852,12
sim_mar_r10pct_rep064.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep064.csv,38520,12
sim_mar_r10pct_rep065.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep065.csv,2089,12
sim_mar_r10pct_rep065.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep065.csv,3852,12
sim_mar_r10pct_rep065.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep065.csv,3852,12
sim_mar_r10pct_rep065.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep065.csv,3852,12
sim_mar_r10pct_rep065.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep065.csv,38520,12
sim_mar_r10pct_rep066.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep066.csv,2086,12
sim_mar_r10pct_rep066.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep066.csv,3852,12
sim_mar_r10pct_rep066.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep066.csv,3852,12
sim_mar_r10pct_rep066.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep066.csv,3852,12
sim_mar_r10pct_rep066.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep066.csv,38520,12
sim_mar_r10pct_rep067.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep067.csv,2114,12
sim_mar_r10pct_rep067.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep067.csv,3852,12
sim_mar_r10pct_rep067.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep067.csv,3852,12
sim_mar_r10pct_rep067.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep067.csv,3852,12
sim_mar_r10pct_rep067.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep067.csv,38520,12
sim_mar_r10pct_rep068.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep068.csv,2107,12
sim_mar_r10pct_rep068.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep068.csv,3852,12
sim_mar_r10pct_rep068.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep068.csv,3852,12
sim_mar_r10pct_rep068.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep068.csv,3852,12
sim_mar_r10pct_rep068.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep068.csv,38520,12
sim_mar_r10pct_rep069.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep069.csv,2087,12
sim_mar_r10pct_rep069.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep069.csv,3852,12
sim_mar_r10pct_rep069.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep069.csv,3852,12
sim_mar_r10pct_rep069.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep069.csv,3852,12
sim_mar_r10pct_rep069.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep069.csv,38520,12
sim_mar_r10pct_rep070.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep070.csv,2130,12
sim_mar_r10pct_rep070.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep070.csv,3852,12
sim_mar_r10pct_rep070.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep070.csv,3852,12
sim_mar_r10pct_rep070.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep070.csv,3852,12
sim_mar_r10pct_rep070.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep070.csv,38520,12
sim_mar_r10pct_rep071.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep071.csv,2094,12
sim_mar_r10pct_rep071.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep071.csv,3852,12
sim_mar_r10pct_rep071.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep071.csv,3852,12
sim_mar_r10pct_rep071.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep071.csv,3852,12
sim_mar_r10pct_rep071.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep071.csv,38520,12
sim_mar_r10pct_rep072.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep072.csv,2128,12
sim_mar_r10pct_rep072.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep072.csv,3852,12
sim_mar_r10pct_rep072.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep072.csv,3852,12
sim_mar_r10pct_rep072.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep072.csv,3852,12
sim_mar_r10pct_rep072.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep072.csv,38520,12
sim_mar_r10pct_rep073.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep073.csv,2127,12
sim_mar_r10pct_rep073.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep073.csv,3852,12
sim_mar_r10pct_rep073.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep073.csv,3852,12
sim_mar_r10pct_rep073.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep073.csv,3852,12
sim_mar_r10pct_rep073.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep073.csv,38520,12
sim_mar_r10pct_rep074.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep074.csv,2104,12
sim_mar_r10pct_rep074.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep074.csv,3852,12
sim_mar_r10pct_rep074.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep074.csv,3852,12
sim_mar_r10pct_rep074.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep074.csv,3852,12
sim_mar_r10pct_rep074.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep074.csv,38520,12
sim_mar_r10pct_rep075.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep075.csv,2095,12
sim_mar_r10pct_rep075.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep075.csv,3852,12
sim_mar_r10pct_rep075.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep075.csv,3852,12
sim_mar_r10pct_rep075.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep075.csv,3852,12
sim_mar_r10pct_rep075.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep075.csv,38520,12
sim_mar_r10pct_rep076.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep076.csv,2099,12
sim_mar_r10pct_rep076.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep076.csv,3852,12
sim_mar_r10pct_rep076.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep076.csv,3852,12
sim_mar_r10pct_rep076.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep076.csv,3852,12
sim_mar_r10pct_rep076.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep076.csv,38520,12
sim_mar_r10pct_rep077.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep077.csv,2100,12
sim_mar_r10pct_rep077.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep077.csv,3852,12
sim_mar_r10pct_rep077.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep077.csv,3852,12
sim_mar_r10pct_rep077.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep077.csv,3852,12
sim_mar_r10pct_rep077.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep077.csv,38520,12
sim_mar_r10pct_rep078.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep078.csv,2115,12
sim_mar_r10pct_rep078.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep078.csv,3852,12
sim_mar_r10pct_rep078.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep078.csv,3852,12
sim_mar_r10pct_rep078.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep078.csv,3852,12
sim_mar_r10pct_rep078.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep078.csv,38520,12
sim_mar_r10pct_rep079.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep079.csv,2104,12
sim_mar_r10pct_rep079.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep079.csv,3852,12
sim_mar_r10pct_rep079.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep079.csv,3852,12
sim_mar_r10pct_rep079.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep079.csv,3852,12
sim_mar_r10pct_rep079.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep079.csv,38520,12
sim_mar_r10pct_rep080.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep080.csv,2123,12
sim_mar_r10pct_rep080.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep080.csv,3852,12
sim_mar_r10pct_rep080.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep080.csv,3852,12
sim_mar_r10pct_rep080.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep080.csv,3852,12
sim_mar_r10pct_rep080.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep080.csv,38520,12
sim_mar_r10pct_rep081.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep081.csv,2105,12
sim_mar_r10pct_rep081.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep081.csv,3852,12
sim_mar_r10pct_rep081.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep081.csv,3852,12
sim_mar_r10pct_rep081.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep081.csv,3852,12
sim_mar_r10pct_rep081.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep081.csv,38520,12
sim_mar_r10pct_rep082.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep082.csv,2118,12
sim_mar_r10pct_rep082.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep082.csv,3852,12
sim_mar_r10pct_rep082.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep082.csv,3852,12
sim_mar_r10pct_rep082.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep082.csv,3852,12
sim_mar_r10pct_rep082.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep082.csv,38520,12
sim_mar_r10pct_rep083.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep083.csv,2095,12
sim_mar_r10pct_rep083.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep083.csv,3852,12
sim_mar_r10pct_rep083.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep083.csv,3852,12
sim_mar_r10pct_rep083.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep083.csv,3852,12
sim_mar_r10pct_rep083.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep083.csv,38520,12
sim_mar_r10pct_rep084.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep084.csv,2091,12
sim_mar_r10pct_rep084.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep084.csv,3852,12
sim_mar_r10pct_rep084.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep084.csv,3852,12
sim_mar_r10pct_rep084.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep084.csv,3852,12
sim_mar_r10pct_rep084.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep084.csv,38520,12
sim_mar_r10pct_rep085.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep085.csv,2093,12
sim_mar_r10pct_rep085.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep085.csv,3852,12
sim_mar_r10pct_rep085.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep085.csv,3852,12
sim_mar_r10pct_rep085.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep085.csv,3852,12
sim_mar_r10pct_rep085.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep085.csv,38520,12
sim_mar_r10pct_rep086.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep086.csv,2113,12
sim_mar_r10pct_rep086.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep086.csv,3852,12
sim_mar_r10pct_rep086.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep086.csv,3852,12
sim_mar_r10pct_rep086.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep086.csv,3852,12
sim_mar_r10pct_rep086.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep086.csv,38520,12
sim_mar_r10pct_rep087.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep087.csv,2094,12
sim_mar_r10pct_rep087.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep087.csv,3852,12
sim_mar_r10pct_rep087.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep087.csv,3852,12
sim_mar_r10pct_rep087.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep087.csv,3852,12
sim_mar_r10pct_rep087.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep087.csv,38520,12
sim_mar_r10pct_rep088.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep088.csv,2134,12
sim_mar_r10pct_rep088.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep088.csv,3852,12
sim_mar_r10pct_rep088.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep088.csv,3852,12
sim_mar_r10pct_rep088.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep088.csv,3852,12
sim_mar_r10pct_rep088.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep088.csv,38520,12
sim_mar_r10pct_rep089.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep089.csv,2102,12
sim_mar_r10pct_rep089.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep089.csv,3852,12
sim_mar_r10pct_rep089.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep089.csv,3852,12
sim_mar_r10pct_rep089.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep089.csv,3852,12
sim_mar_r10pct_rep089.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep089.csv,38520,12
sim_mar_r10pct_rep090.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep090.csv,2116,12
sim_mar_r10pct_rep090.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep090.csv,3852,12
sim_mar_r10pct_rep090.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep090.csv,3852,12
sim_mar_r10pct_rep090.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep090.csv,3852,12
sim_mar_r10pct_rep090.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep090.csv,38520,12
sim_mar_r10pct_rep091.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep091.csv,2098,12
sim_mar_r10pct_rep091.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep091.csv,3852,12
sim_mar_r10pct_rep091.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep091.csv,3852,12
sim_mar_r10pct_rep091.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep091.csv,3852,12
sim_mar_r10pct_rep091.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep091.csv,38520,12
sim_mar_r10pct_rep092.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep092.csv,2092,12
sim_mar_r10pct_rep092.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep092.csv,3852,12
sim_mar_r10pct_rep092.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep092.csv,3852,12
sim_mar_r10pct_rep092.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep092.csv,3852,12
sim_mar_r10pct_rep092.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep092.csv,38520,12
sim_mar_r10pct_rep093.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep093.csv,2148,12
sim_mar_r10pct_rep093.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep093.csv,3852,12
sim_mar_r10pct_rep093.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep093.csv,3852,12
sim_mar_r10pct_rep093.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep093.csv,3852,12
sim_mar_r10pct_rep093.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep093.csv,38520,12
sim_mar_r10pct_rep094.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep094.csv,2114,12
sim_mar_r10pct_rep094.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep094.csv,3852,12
